,MQC1LE,MQC2LE,MQLC3LE,MQLC7LE,MQLB1LE,MQLB4LE,MQLA2LE,MQLA5LE,MQD3E1,MQEAE4,MQD3E4,MQEAE6,MQTATNE1,MQTATNE2,MQEAE8,MQD3E8,MQEAE10,MQEAE11,MQR2NE1,MQFRNE3,MQDRNE5,MQEAE13,MQD3E12,MQEAE16,MQD3E14,MQEAE18,MQTANFE1,MQD3E16,MQEAE20,MQD3E18,MQEAE22,MQEAE23,MQI6E,MQI5E,MQI4E,MQX2RE,MQM2E,MQM7E,MQEAE25,MQD3E21,MQEAE27,MQD3E23,MQEAE29,MQEAE30,MQTAFOE1,MQTAFOE2,MQEAE32,MQD3E29,MQEAE35,MQR2ORE,MQDROE5,MQEAE37,MQD3E31,MQEAE39,MQD3E33,MQEAE41,MQTAOTE1,MQTAOTE2,MQEAE44,MQEAE45,MQD3E40,MQLA2RE,MQLB8RE,MQLB1RE,MQLC7RE,MQLC3RE,MQC2RE,MQC1RE
HER_2019_05_20_18_30_00.sdds,0.0,-0.0379479728895,0.1615376962482,0.3266129299344,0.2008021667421,-0.2545915131421,0.08171822306629,-0.2454476854099,0.3144291068616,0.2721921522469,-0.0797907534858,0.01973172939096,-0.1179549904213,-0.2137748367297,0.3838400465261,-0.1798247939467,-0.1164084484768,0.0569623648594,-0.1907118358781,0.3431116533209,0.2454198364222,0.0734757478696,-0.091478054711,0.3744089900411,-0.0486598429384,-0.05524200192342,0.3771314034479,-0.3702554117996,-0.0218468207168,-0.4902789786532,-0.2505529196323,-0.3941390976412,-0.0143551772349,0.163784008967,0.2297910275711,0.077146477345,0.43934690893,-0.0405430964888,0.3867188334965,0.04643785612781,0.2627581281071,0.2669253746789,0.050123317066,-0.4121693248894,-0.3830162907698,0.0539293829787,0.2049214851026,0.0778500662517,0.3986953188687,-0.1444507747874,0.0925993404987,-0.3451386709933,-0.3586302284855,-0.4081831365955,-0.255746860859,0.2503645183907,-0.0305279197502,-0.2181182180621,0.1384122647273,-0.2647681943963,0.2547919794275,-0.0382846192686,-0.09814839327202,-0.024426757394,0.2778690639337,0.0634919066449,-0.3350494955281,0.2276223780899
HER_2019_05_20_18_30_09.sdds,0.0,0.3086871009504,-0.3020352366627,0.1520844357104,0.4100160778419,0.0963530052085,0.3295272279297,0.2543771732571,0.310545662144,0.4051636701059,-0.0140623842516,-0.309972743101,0.1396662413694,0.4979582598014,-0.3699489414038,0.0257621378114,-0.3422829849268,0.4282272155741,0.3644103668638,0.2467253949713,0.4862402824279,-0.0045024681258,-0.0558505070791,-0.1895239927809,-0.4813518387555,0.4553481076739,-0.4905515495862,-0.156273222619,0.475842920888,0.1041133995878,-0.2981839776843,0.4304220780651,-0.1251362223101,0.0408966682221,0.048370149136,-0.1582136939704,-0.4141799993451,-0.2203765821724,,0.005908402137399,0.0816238565944,0.4009845077693,-0.4032718359694,-0.3865923520596,-0.3558049529062,0.3945148536918,-0.3776003393507,0.3459475599005,-0.343146492945,,-0.4781048042941,0.0830888084498,,-0.3038197169454,-0.1117121939194,-0.1844161291037,0.1382596542502,0.0955663207298,-0.02982087205949,0.0768294765935,-0.003273256745499,-0.0570360214792,-0.292979313616,-0.33995657795,-0.2859748579824,0.0627850389928,-0.3754090849012,-0.0468229617475
