@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output_example/synched_harmonic_output/HER_2019_05_20_18_30_00.sdds' '--output' 'output_example/synched_phase_output/HER_2019_05_20_18_30_00.sdds/'"
@ CWD %s "/home/akoval/work_afs/job3_Paul_Andreas_bbeating_tracking/git/SKEKB_TbT_analysis"
@ Date %s "22. July 2019, 10:50:30"
@ Model_directory %s "model/"
@ Q1 %le 0.544071273688
@ Q2 %le 0.5930976731067423
@ RMSbetabeat %le 0.31690834363797693
@ RescalingFactor %le 1.291994707395408
@ FILENAME %s "getampbetax.out"
*                 NAME                    S                COUNT                 BETX              BETXSTD              BETXMDL               MUXMDL            DELTABETX              BETXRES           BETXSTDRES
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       1.146365189109                    0            2.9087358            0.2203223     -0.6058888575893       1.481097757071                    0
                MQC2LE            2.2500008                    1       234.6373539751                    0          142.9688048            0.2410243      0.6411786774279       303.1502194931                    0
               MQLC3LE           12.9355133                    1       44.35858606782                    0           26.9933253            0.2616968      0.6433168412867       57.31105842717                    0
               MQLC7LE           27.2720861                    1       9.667709857065                    0            9.3764221            0.4721468     0.03106598166745       12.49062996796                    0
               MQLB1LE           55.2235731                    1       12.27847611084                    0           12.5617527            0.9879476    -0.02255072169675       15.86372615008                    0
               MQLB4LE           77.1787307                    1       43.88273837444                    0           35.3516866            1.3202075      0.2413195124454       56.69626572579                    0
               MQLA2LE           98.9121927                    1        52.3235076797                    0           36.8830728            1.8242478       0.418632009416       67.60169499454                    0
               MQLA5LE          119.0986538                    1       11.82435379447                    0           10.0415612            2.3120774      0.1775413761825       15.27700252082                    0
                MQD3E1          164.5639584                    1       6.883140709684                    0            7.4403317            3.0072166    -0.07488792338605       8.892981367169                    0
                MQEAE4          230.8020191                    1       37.55233501913                    0           48.5050151            4.0807687     -0.2258051060965       48.51741809506                    0
                MQD3E4          270.0136808                    1       7.046379619967                    0            7.4403317            4.6861856    -0.05294818778479       9.103885175297                    0
                MQEAE6          306.4724249                    1       57.46379428333                    0           48.5050151            5.2289045      0.1846979980289       74.24291808092                    0
              MQTATNE1          354.4092937                    1       35.24553931736                    0           45.9537751            5.9292318     -0.2330218955751       45.53705025733                    0
              MQTATNE2          397.7476034                    1       37.39440190898                    0           45.9537751            6.4015278     -0.1862605013928       48.31336935262                    0
                MQEAE8          472.7108711                    1       35.88669310065                    0           48.5050151            7.5699902     -0.2601446875821       46.36541755196                    0
                MQD3E8          511.9225329                    1       6.293636454829                    0            7.4403317            8.1754072     -0.1541188338648        8.13134498991                    0
               MQEAE10          548.3812769                    1       49.14356314913                    0           48.5050151             8.718126     0.01316457788564       63.49322349123                    0
               MQEAE11          597.0252838                    1       51.01694224319                    0           48.5050151            9.3981267     0.05178695724574        65.9136193657                    0
               MQR2NE1          696.7698054                    1       10.53322589163                    0           28.8232835           10.9206195     -0.6345584328854       13.60887210378                    0
               MQFRNE3          753.3246054                    1       13.22110205238                    0           28.8233021           11.5379038     -0.5413050868873       17.08159387761                    0
               MQDRNE5          781.6020054                    1       3.184497850007                    0            8.5241331            11.856421     -0.6264138754465       4.114354367921                    0
               MQEAE13           881.197528                    1       56.48289159422                    0           48.5050151           13.2020923      0.1644752914264       72.97559699811                    0
               MQD3E12          947.4355886                    1       7.368822626946                    0            7.4403317           14.2756444   -0.009611006059543        9.52047983375                    0
               MQEAE16          983.8943327                    1       41.01796630509                    0           48.5050151           14.8183633     -0.1543561790359        52.9949953743                    0
               MQD3E14         1023.1059944                    1       5.630917768509                    0            7.4403317           15.4237802     -0.2431899550246       7.275115954692                    0
               MQEAE18         1059.5647385                    1       37.22324742389                    0           48.5050151           15.9664991     -0.2325897157819       48.09223866374                    0
              MQTANFE1         1107.5016074                    1       40.92214040099                    0           45.9537751           16.6668263     -0.1094933917411       52.87118881337                    0
               MQD3E16         1189.3444407                    1       7.293029387044                    0            7.4403317            17.764866    -0.01979781532538        9.42255536894                    0
               MQEAE20         1225.8031848                    1       36.46222834945                    0           48.5050151           18.3075848     -0.2482792083608       47.10900604733                    0
               MQD3E18         1265.0148465                    1       5.750471657841                    0            7.4403317           18.9130018     -0.2271216002586       7.429578946958                    0
               MQEAE22         1301.4735906                    1        41.6671862039                    0           48.5050151           19.4557206     -0.1409715857628        53.8337840475                    0
               MQEAE23         1350.1175975                    1       56.75416854612                    0           48.5050151           20.1357212      0.1700680523264       73.32608538422                    0
                 MQI6E         1404.3012987                    1       11.76875764942                    0           12.5196316             21.14351     -0.0599757224947       15.20517259567                    0
                 MQI5E         1418.7440064                    1       80.06287572987                    0           36.6707357           21.2614628       1.183290686744       103.4408117019                    0
                 MQI4E         1424.1361014                    1       129.7091341702                    0          102.3414091           21.2754895      0.2674159493291       167.5835148487                    0
                MQX2RE         1494.6206604                    1       81.67846349628                    0            79.143814           22.6372352     0.03202586997234       105.5281425454                    0
                 MQM2E         1564.3492168                    1       27.15691861115                    0           29.3408767           23.6951094     -0.0744339752074       35.08659511477                    0
                 MQM7E         1608.8759522                    1       4.920381434531                    0            5.5669757           24.4296714     -0.1161482105031        6.35710677178                    0
               MQEAE25         1634.7988225                    1       39.40860346576                    0           48.5050151           24.9087078     -0.1875354871137       50.91570710361                    0
               MQD3E21         1671.2575666                    1       8.317824533261                    0            7.4403317           25.4514267      0.1179373270765       10.74658527402                    0
               MQEAE27         1710.4692283                    1        52.3254094732                    0           48.5050151           26.0568436     0.07876287359829       67.60415210168                    0
               MQD3E23         1746.9279724                    1       7.462967632564                    0            7.4403317           26.5995625    0.003042328417114       9.642114682735                    0
               MQEAE29         1786.1396341                    1       42.93194954319                    0           48.5050151           27.2049794     -0.1148966873903       55.46785158797                    0
               MQEAE30          1813.166033                    1       68.39668524721                    0           48.5050151           27.6731146      0.4100951232815       88.36815534278                    0
              MQTAFOE1         1861.1278611                    1        49.8999116519                    0           48.1181067           28.3637785     0.03702982253662       64.47042175375                    0
              MQTAFOE2         1905.3942301                    1       45.47497316542                    0           48.1181067           28.8386941    -0.05493012331215       58.75342464867                    0
               MQEAE32         1980.3824571                    1        41.9058447221                    0           48.5050151           29.9974932     -0.1360513003511       54.14212958988                    0
               MQD3E29         2065.4852081                    1       6.348140275691                    0            7.4403317           31.2202127     -0.1467933780841       8.201763637996                    0
               MQEAE35         2104.6968698                    1       64.79991205163                    0           48.5050151           31.8256296      0.3359425188928       83.72114341039                    0
               MQR2ORE         2203.8099939                    1       36.39309874425                    0           34.8057218           33.1656568     0.04560678136103       47.01969096328                    0
               MQDROE5         2288.3421939                    1       1.303291657803                    0            6.9657018           34.2378829     -0.8128987293423       1.683845924074                    0
               MQEAE37         2389.8065079                    1       55.74723847926                    0           48.5050151           35.8334041      0.1493087542459       72.02513706711                    0
               MQD3E31          2426.265252                    1       8.910846135683                    0            7.4403317           36.3761229      0.1976409782487       11.51276604572                    0
               MQEAE39         2465.4769137                    1       46.79283534789                    0           48.5050151           36.9815398    -0.03529902523645        60.4560956135                    0
               MQD3E33         2501.9356578                    1       6.281796511972                    0            7.4403317           37.5242587     -0.1557101530873       8.116047846403                    0
               MQEAE41         2541.1473195                    1        37.5832576141                    0           48.5050151           38.1296756     -0.2251675927402        48.5573699241                    0
              MQTAOTE1         2616.1355465                    1       39.22661397985                    0           48.1181067           39.2884747     -0.1847847583777         50.680577651                    0
              MQTAOTE2         2660.4019155                    1       38.53065282573                    0           48.1181067           39.7633903     -0.1992483605818       49.78139952333                    0
               MQEAE44         2735.3901425                    1       45.07593218069                    0           48.5050151           40.9221894    -0.07069543040534       58.23786580836                    0
               MQEAE45         2784.0341494                    1       36.26017771979                    0           48.5050151             41.60219     -0.2524447699886       46.84795770318                    0
               MQD3E40           2850.27221                    1       7.720466821557                    0            7.4403317           42.6757421     0.03765089149948       9.974802272073                    0
               MQLA2RE         2920.9780873                    1       102.5187908008                    0           78.5903189           43.8035918      0.3044709861938       132.4537351232                    0
               MQLB8RE         2942.8131119                    1        101.450828129                    0           78.6738756           44.3053034      0.2895110016546       131.0739330036                    0
               MQLB1RE         2960.9918734                    1       8.680511484279                    0            6.3964764           44.5395614      0.3570770751657       11.21517489517                    0
               MQLC7RE         2989.1433603                    1       5.958718352497                    0            5.1390694           45.0677164      0.1594936531693       7.698632574286                    0
               MQLC3RE         3003.3799331                    1       56.89735690129                    0           34.9614517           45.2894231      0.6274311887711       73.51108398126                    0
                MQC2RE         3013.8146988                    1       225.0648177747                    0          190.7130202           45.3047308      0.1801229802697       290.7825533858                    0
                MQC1RE         3015.7846995                    1       3.720918336371                    0            2.9087304           45.3257444      0.2792242059873       4.807406797242                    0
