@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/nfs/sadnas1a/users/lzuyangrj/Kmodu/Adam/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output_example/unsynched_harmonic_output/HER_2019_05_20_18_30_09.sdds' '--output' 'output_example/unsynched_phase_output/HER_2019_05_20_18_30_09.sdds/'"
@ CWD %s "/nfs/sadnas1a/users/lzuyangrj/Kmodu/Adam/SKEKB_TbT_analysis"
@ Date %s "19. July 2019, 23:26:29"
@ Model_directory %s "model/"
@ Q1 %le 0.5439538506665476
@ Q2 %le 0.5978671858951496
@ RMSbetabeat %le 0.3161265343346518
@ RescalingFactor %le 1.1656028486145398
@ FILENAME %s "getampbetax.out"
*                 NAME                    S                COUNT                 BETX              BETXSTD              BETXMDL               MUXMDL            DELTABETX              BETXRES           BETXSTDRES
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       1.113316771098                    0            2.9087358            0.2203223     -0.6172506381989       1.297685199802                    0
                MQC2LE            2.2500008                    1       233.1389732621                    0          142.9688048            0.2410243      0.6306982043264       271.7474513573                    0
               MQLC3LE           12.9355133                    1       44.95665029565                    0           26.9933253            0.2616968      0.6654728454538       52.40159964878                    0
               MQLC7LE           27.2720861                    1       9.752955829107                    0            9.3764221            0.4721468     0.04015750625256       11.36807309682                    0
               MQLB1LE           55.2235731                    1       12.12188807509                    0           12.5617527            0.9879476    -0.03501618248818       14.12930727091                    0
               MQLB4LE           77.1787307                    1       43.59475162211                    0           35.3516866            1.3202075       0.233173175452       50.81416667537                    0
               MQLA2LE           98.9121927                    1       52.12236648681                    0           36.8830728            1.8242478      0.4131785268936       60.75397885356                    0
               MQLA5LE          119.0986538                    1       12.10443966479                    0           10.0415612            2.3120774      0.2054340379655       14.10896935417                    0
                MQD3E1          164.5639584                    1       6.928400462603                    0            7.4403317            3.0072166    -0.06880489446421       8.075763315552                    0
                MQEAE4          230.8020191                    1       37.68390712121                    0           48.5050151            4.0807687     -0.2230925597381       43.92446948741                    0
                MQD3E4          270.0136808                    1       7.098694706536                    0            7.4403317            4.6861856    -0.04591690360579       8.274258771383                    0
                MQEAE6          306.4724249                    1       57.63186417399                    0           48.5050151            5.2289045      0.1881629983039       67.17586505217                    0
              MQTATNE1          354.4092937                    1        35.6120032427                    0           45.9537751            5.9292318      -0.225047274893       41.50945242456                    0
              MQTATNE2          397.7476034                    1       37.09258134869                    0           45.9537751            6.4015278     -0.1928284179489        43.2352184825                    0
                MQEAE8          472.7108711                    1       36.02797020156                    0           48.5050151            7.5699902     -0.2572320588441       41.99430469674                    0
                MQD3E8          511.9225329                    1       6.401121112127                    0            7.4403317            8.1754072     -0.1396726153852       7.461165002622                    0
               MQEAE10          548.3812769                    1       48.88767759289                    0           48.5050151             8.718126    0.007889132538186       56.98361626442                    0
               MQEAE11          597.0252838                    1       51.30169592671                    0           48.5050151            9.3981267     0.05765756017072       59.79740291093                    0
               MQR2NE1          696.7698054                    1       10.69227455743                    0           28.8232835           10.9206195     -0.6290403708714       12.46294568231                    0
               MQFRNE3          753.3246054                    1       13.37604910686                    0           28.8233021           11.5379038     -0.5359293303574       15.59116094216                    0
               MQDRNE5          781.6020054                    1       3.134860135399                    0            8.5241331            11.856421     -0.6322370734217        3.65400190383                    0
               MQEAE13           881.197528                    1       55.84122893545                    0           48.5050151           13.2020923      0.1512465014251       65.08869551729                    0
               MQD3E12          947.4355886                    1       7.363442062414                    0            7.4403317           14.2756444    -0.01033416797608       8.582849043558                    0
               MQEAE16          983.8943327                    1       41.26177443503                    0           48.5050151           14.8183633     -0.1493297270403       48.09484182036                    0
               MQD3E14         1023.1059944                    1       5.870886737702                    0            7.4403317           15.4237802     -0.2109374992378       6.843122305359                    0
               MQEAE18         1059.5647385                    1       36.86372462161                    0           48.5050151           15.9664991      -0.240001790627       42.96846242949                    0
              MQTANFE1         1107.5016074                    1       40.52693500701                    0           45.9537751           16.6668263       -0.11809345546       47.23831088978                    0
               MQD3E16         1189.3444407                    1       7.169477492166                    0            7.4403317            17.764866    -0.03640351247162       8.356763387947                    0
               MQEAE20         1225.8031848                    1       35.95233102742                    0           48.5050151           18.3075848     -0.2587914681956       41.90613945989                    0
               MQD3E18         1265.0148465                    1       5.707424991779                    0            7.4403317           18.9130018     -0.2329071845307       6.652590828671                    0
               MQEAE22         1301.4735906                    1       41.63572482893                    0           48.5050151           19.4557206     -0.1416202068365       48.53071946473                    0
               MQEAE23         1350.1175975                    1       57.48981233683                    0           48.5050151           20.1357212      0.1852343972744       67.01028902613                    0
                 MQI6E         1404.3012987                    1       11.88354309618                    0           12.5196316             21.14351    -0.05080728604058       13.85149168454                    0
                 MQI5E         1418.7440064                    1       79.51647139804                    0           36.6707357           21.2614628        1.16839040396       92.68462557333                    0
                 MQI4E         1424.1361014                    1       128.9134963552                    0          102.3414091           21.2754895      0.2596416004902       150.2619385764                    0
                MQX2RE         1494.6206604                    1       82.60179408104                    0            79.143814           22.6372352     0.04369236085887       96.28088648153                    0
                 MQM2E         1564.3492168                    1       26.98677305142                    0           29.3408767           23.6951094    -0.08023290076332       31.45585954365                    0
                 MQM7E         1608.8759522                    1       5.012359369211                    0            5.5669757           24.4296714    -0.09962614544723       5.842420359032                    0
               MQEAE25         1634.7988225                    1       38.17709192791                    0           48.5050151           24.9087078     -0.2129248522199       44.49932710299                    0
               MQD3E21         1671.2575666                    1       8.156285204209                    0            7.4403317           25.4514267     0.09622601962875       9.506989268138                    0
               MQEAE27         1710.4692283                    1       52.47843578491                    0           48.5050151           26.0568436     0.08191772905779       61.16901424172                    0
               MQD3E23         1746.9279724                    1        7.46724520187                    0            7.4403317           26.5995625    0.003617244896539       8.703842278603                    0
               MQEAE29         1786.1396341                    1        43.3567039707                    0           48.5050151           27.2049794     -0.1061397696441       50.53669765479                    0
               MQEAE30          1813.166033                    1       68.32257356229                    0           48.5050151           27.6731146      0.4085672052968       79.63698636888                    0
              MQTAFOE1         1861.1278611                    1       49.28117256421                    0           48.1181067           28.3637785     0.02417106457379       57.44227512391                    0
              MQTAFOE2         1905.3942301                    1       46.03896160984                    0           48.1181067           28.8386941    -0.04320920403455       53.66314479969                    0
               MQEAE32         1980.3824571                    1       42.07107439642                    0           48.5050151           29.9974932     -0.1326448551829       49.03816416074                    0
               MQD3E29         2065.4852081                    1         6.3743989524                    0            7.4403317           31.2202127     -0.1432641433983       7.430017577123                    0
               MQEAE35         2104.6968698                    1       64.62259641655                    0           48.5050151           31.8256296      0.3322869044226         75.324282468                    0
               MQR2ORE         2203.8099939                    1       36.82180723678                    0           34.8057218           33.1656568     0.05792396573097       42.91960340633                    0
               MQDROE5         2288.3421939                    1       1.306460150915                    0            6.9657018           34.2378829       -0.81244385872       1.522813673508                    0
               MQEAE37         2389.8065079                    1       55.34623636365                    0           48.5050151           35.8334041      0.1410415242537       64.51173076557                    0
               MQD3E31          2426.265252                    1       8.771430850901                    0            7.4403317           36.3761229      0.1789032000953       10.22400478624                    0
               MQEAE39         2465.4769137                    1        47.1946522246                    0           48.5050151           36.9815398     -0.0270149977832       55.01022107237                    0
               MQD3E33         2501.9356578                    1       6.361887523704                    0            7.4403317           37.5242587     -0.1449457120703       7.415434220195                    0
               MQEAE41         2541.1473195                    1        37.5444359986                    0           48.5050151           38.1296756     -0.2259679556599       43.76190154959                    0
              MQTAOTE1         2616.1355465                    1       38.86154324074                    0           48.1181067           39.2884747     -0.1923717306039       45.29712550296                    0
              MQTAOTE2         2660.4019155                    1       38.42778591068                    0           48.1181067           39.7633903     -0.2013861611335       44.79153672343                    0
               MQEAE44         2735.3901425                    1       45.06204324045                    0           48.5050151           40.9221894    -0.07098177069838       52.52444596546                    0
               MQEAE45         2784.0341494                    1       36.49333555636                    0           48.5050151             41.60219     -0.2476378889662       42.53673587994                    0
               MQD3E40           2850.27221                    1       7.493774964233                    0            7.4403317           42.6757421     0.00718291420161       8.734765445186                    0
               MQLA2RE         2920.9780873                    1       104.1555166889                    0           78.5903189           43.8035918      0.3252970359039       121.4039669515                    0
               MQLB8RE         2942.8131119                    1       101.4612281768                    0           78.6738756           44.3053034      0.2896431935381       118.2634965868                    0
               MQLB1RE         2960.9918734                    1       8.466470711188                    0            6.3964764           44.5395614      0.3236147812861       9.868542378672                    0
               MQLC7RE         2989.1433603                    1       6.166229942779                    0            5.1390694           45.0677164      0.1998728685741       7.187375186516                    0
               MQLC3RE         3003.3799331                    1        57.1635233504                    0           34.9614517           45.2894231      0.6350443294208       66.62996565407                    0
                MQC2RE         3013.8146988                    1       222.7636671015                    0          190.7130202           45.3047308      0.1680569416176       259.6539649413                    0
                MQC1RE         3015.7846995                    1       3.690278308765                    0            2.9087304           45.3257444      0.2686903910948       4.301398908877                    0
