@ ErrorsFrom: %s "Analytical N-BPM method"
@ RCond %le 1e-10
@ RangeOfBPMs %d 11
@ Measure_optics:version %s "0.2.0"
@ FILENAME %s "getbetay.out"
@ Model_directory %s "model/"
@ CALCULATION_TIME %s "0.50 s"
@ Command %s "/usr/bin/python2 '/nfs/sadnas1a/users/lzuyangrj/Kmodu/Adam/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output_example/unsynched_harmonic_output/HER_2019_05_20_18_30_00.sdds' '--output' 'output_example/unsynched_phase_output/HER_2019_05_20_18_30_00.sdds/'"
@ RMS_BETABEAT %s "215.800 %"
@ Date %s "19. July 2019, 23:26:27"
@ BetaAlgorithmVersion %s "2018.7.a"
@ CWD %s "/nfs/sadnas1a/users/lzuyangrj/Kmodu/Adam/SKEKB_TbT_analysis"
*                 NAME                    S              BETYMDL              ALFYMDL                 BETY             STATBETY              SYSBETY              ERRBETY                 ALFY             STATALFY              SYSALFY              ERRALFY                 CORR                NCOMB               BBEATY            DELTABETY
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                   %d                  %le                  %le
                MQC1LE            0.5300002           93.6285972         -176.6390896       91.73342076238                    0                    0        381.394911105      -170.0612249877                    0                    0        1436.08211114                    0                    1    -0.02024142723804    -0.02024142723804
                MQC2LE            2.2500008          291.1407337             168.5324      -298.6534891049                    0                    0       1184.983276751       -169.144031994                    0                    0        1374.63944764                    0                    2      -2.025804549262      -2.025804549262
               MQLC3LE           12.9355133            7.6774363            3.9602896       3.142758587206                    0                    0       9.388966013367       1.209702965183                    0                    0       11.14184990308                    0                   18     -0.5906499950763     -0.5906499950763
               MQLC7LE           27.2720861          227.9670433            2.7768696       600.2635388878                    0                    0       699.6948686248       17.70722906349                    0                    0        27.3929649136                    0                    5       1.633115428435       1.633115428435
               MQLB1LE           55.2235731          227.9626232           -2.7726728       53.38453845429                    0                    0       701.7174777992     -0.5617720080203                    0                    0       14.19254700741                    0                    4     -0.7658188973924     -0.7658188973924
               MQLB4LE           77.1787307           18.1118897           -5.8434664       6.650266195049                    0                    0       24.85396572848       -4.24006671883                    0                    0       17.04896543374                    0                   13     -0.6328231727776     -0.6328231727776
               MQLA2LE           98.9121927           17.1404258            6.7980612       29.65837502187                    0                    0       37.10771980365       10.58519239804                    0                    0       27.66032711361                    0                    9      0.7303172842921      0.7303172842921
               MQLA5LE          119.0986538          234.1217208           14.3138633       32.03214956564                    0                    0       303.3045363675       2.350979915492                    0                    0       36.07727784828                    0                   11     -0.8631816413437     -0.8631816413437
                MQD3E1          164.5639584           20.9498176            1.7084092       7.673116947125                    0                    0       21.64194174524       0.831853463663                    0                    0       3.191426708795                    0                   16     -0.6337382456673     -0.6337382456673
                MQEAE4          230.8020191            7.6858431            1.2526734       8.431789655242                    0                    0       6.312000727348       2.371850339641                    0                    0       2.154567367226                    0                   31     0.09705461659006     0.09705461659006
                MQD3E4          270.0136808           20.9498176           -1.7084092       10.51162486062                    0                    0        18.8531954547      -1.420041142786                    0                    0       3.607233657317                    0                   18     -0.4982474281487     -0.4982474281487
                MQEAE6          306.4724249            7.6858431            1.2526734       8.914392737521                    0                    0       7.839677923489       -0.14911815523                    0                    0       2.421370541254                    0                   16      0.1598457867974      0.1598457867974
              MQTATNE1          354.4092937           14.5078121           -1.2253565       28.00393221981                    0                    0        12.8676516257      -2.695974660428                    0                    0       2.147682573694                    0                   32      0.9302657097285      0.9302657097285
              MQTATNE2          397.7476034           14.5078121            1.2253565      -17.53500306968                    0                    0       17.57044049538      -2.061676426811                    0                    0       3.596932953732                    0                   22      -2.208659372538      -2.208659372538
